Title,Description,link
By the numbers - Halloween,Quick facts about Halloween.,https://www.statcan.gc.ca/en/dai/smr08/2019/smr08_233
Canadian Business Counts| without employees| December 2019 (33-10-0223-01),Canadian Business Counts| location counts without employees| by North American Industry Classification System (NAICS)| Canada and provinces| December 2019.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310022301
Canadian Business Counts| with employees| December 2019 (33-10-0222-01),Canadian Business Counts| location counts with employees| by employment size ranges and North American Industry Classification System (NAICS)| Canada and provinces| December 2019.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310022201
Canadian Business Counts| with employees| June 2019 (33-10-0214-01),Canadian Business Counts| location counts with employees| by employment size ranges and North American Industry Classification System (NAICS)| Canada and provinces| June 2019.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310021401
Canadian Business Counts| without employees| June 2019 (33-10-0215-01),Canadian Business Counts| location counts without employees| by North American Industry Classification System (NAICS)| Canada and provinces| June 2019.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310021501
Government Expenditures on Culture: Data Tables (87F0001X),This product provides financial data on cultural activities funded by all levels of government. Included are expenditures on libraries| heritage activities| performing arts| literary arts| visual arts ...,https://www150.statcan.gc.ca/n1/en/catalogue/87F0001X
Canadian Business Counts| with employees| December 2018 (33-10-0105-01),Canadian Business Counts| location counts with employees| by employment size ranges and North American Industry Classification System (NAICS)| Canada and provinces| December 2018.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310010501
Canadian Business Counts| without employees| December 2018 (33-10-0106-01),Canadian Business Counts| location counts without employees| by North American Industry Classification System (NAICS)| Canada and provinces| December 2018.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310010601
Halloween... by the numbers,Wednesday| October 31 is Halloween! Here is a selection of statistics related to the spooky occasion.,https://www.statcan.gc.ca/en/dai/smr08/2018/smr08_227_2018
Standing on the shoulders of giants ,,
History of Statistics Canada: 1970 to 2008 (89-20-00012018001),Historical works allow readers to peer into the past| not only to satisfy our curiosity about “the way things were|” but also to see how far we’ve come| and to learn from the past. For Statistics Canada ...,https://www150.statcan.gc.ca/n1/pub/89-20-0001/892000012018001-eng.htm
Canadian Business Counts| without employees| June 2018 (33-10-0094-01),Canadian Business Counts| location counts without employees| by North American Industry Classification System (NAICS)| Canada and provinces| June 2018.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310009401
Canadian Business Counts| with employees| June 2018 (33-10-0092-01),Canadian Business Counts| location counts with employees| by employment size ranges and North American Industry Classification System (NAICS)| Canada and provinces| June 2018.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310009201
Average lowest and average highest full-time hourly wages paid at business locations by occupation (14-10-0080-01),Average lowest and average highest full-time hourly wages paid at business locations by National Occupational Classification (NOC)| 2016 and 2017.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410008001
Average full-time hourly wage paid and payroll employment by type of work| economic region and occupation (14-10-0001-01),Average full-time hourly wage paid and payroll employment by type of work| economic region and National Occupational Classification (NOC)| 2016 and 2017.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410000101
2016 Census Data tables – Major Field of Study - Classification of Instructional Programs (CIP) 2016 (432)| Occupation - National Occupational Classification (NOC) 2016 (693A)| Highest Certificate| Diploma or Degree (11)| Age (4D) and Sex (3) for the Population Aged 15 Years and Over in Private Households of Canada| 2016 Census - 25% Sample Data,This table presents: Major Field of Study - Classification of Instructional Programs  2016 | Occupation - National Occupational Classification  2016 | Highest Certificate| Diploma or Degree | Age  and…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=111838&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=123&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
2016 Census Data tables – Employment Income Statistics (7)| Work Activity During the Reference Year (5)| Occupation - National Occupational Classification (NOC) 2016 (693A)| Highest Certificate| Diploma or Degree (15)| Age (4D) and Sex (3) for the Population Aged 15 Years and Over in Private Households of Canada| 2016 Census - 25% Sample Data,This table presents: Employment Income Statistics | Work Activity During the Reference Year | Occupation - National Occupational Classification  2016 | Highest Certificate| Diploma or Degree | Age  and…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=113339&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=123&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
2016 Census Data tables – Occupation - National Occupational Classification (NOC) 2016 (693A)| Highest Certificate| Diploma or Degree (15)| Admission Category and Applicant Type (31)| Period of Immigration (7)| Age (5A) and Sex (3) for the Immigrant Population Who Landed Between 1980 and 2016 Aged 15 Years and Over| in Private Households of Canada| Provinces and Territories| 2016 Census - 25% Sample Data,This table presents: Occupation - National Occupational Classification  2016 | Highest Certificate| Diploma or Degree | Admission Category and Applicant Type | Period of Immigration | Age  and Sex  for…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=112138&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=120&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
2016 Census Data tables – First Official Language Spoken (7)| Occupation - National Occupational Classification (NOC) 2016 (691)| Highest Certificate| Diploma or Degree (15) and Immigrant Status and Admission Category (12) for the Population Aged 15 Years and Over Who Worked Since 2015| in Private Households of Canada| Provinces and Territories| Census Metropolitan Areas and Census Agglomerations| 2016 Census - 25% Sample Data,This table presents: First Official Language Spoken | Occupation - National Occupational Classification  2016 | Highest Certificate| Diploma or Degree  and Immigrant Status and Admission Category  for…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=112455&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=132&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
Occupation - National Occupational Classification (NOC) 2016 (691)| Employment Income Statistics (3)| Highest Certificate| Diploma or Degree (7)| Visible Minority (15)| Work Activity During the Reference Year (4)| Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015| in Private Households of Canada| Provinces and Territories and Census Metropolitan Areas| 2016 Census - 25% Sample Data,This table presents occupation - National Occupational Classification (NOC) 2016| employment income statistics| highest certificate| diploma or degree| visible minority| work activity during the reference…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=112125&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=124&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
Occupation - National Occupational Classification (NOC) 2016 (691)| Employment Income Statistics (3)| Highest Certificate| Diploma or Degree (7)| Aboriginal Identity (9)| Work Activity During the Reference Year (4)| Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015| in Private Households of Canada| Provinces and Territories and Census Metropolitan Areas| 2016 Census - 25% Sample Data,This table presents occupation - National Occupational Classification (NOC) 2016| employment income statistics| highest certificate| diploma or degree| Aboriginal identity| work activity during the reference…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=112126&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=124&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
Occupation - National Occupational Classification (NOC) 2016 (693A)| Industry - North American Industry Classification System (NAICS) 2012 (23A)| Labour Force Status (3)| Age (5) and Sex (3) for the Labour Force Aged 15 Years and Over in Private Households of Canada| Provinces and Territories| Census Metropolitan Areas and Census Agglomerations| 2016 Census - 25% Sample Data,This table presents occupation - National Occupational Classification (NOC) 2016| industry - North American Industry Classification System (NAICS) 2012| labour force status| age and sex for the labour…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=111858&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=124&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
Occupation - National Occupational Classification (NOC) 2016 (691)| Employment Income Statistics (3)| Highest Certificate| Diploma or Degree (7)| Immigrant Status and Period of Immigration (10)| Work Activity During the Reference Year (4)| Age (5A) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015| in Private Households of Canada| Provinces and Territories| 2016 Census - 25% Sample Data,This table presents occupation - National Occupational Classification (NOC) 2016| employment income statistics| highest certificate| diploma or degree| immigrant status and period of immigration| work…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=112123&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=124&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
The 2010 to 2014 revisions of the Provincial and Territorial Culture Indicators (13-605-X201800154907),With the release of the 2015 and 2016 estimates of the Provincial and Territorial Culture Indicators in February of 2018| data were revised for 2010 to 2014. The 2013 Provincial and Territorial Culture ...,https://www150.statcan.gc.ca/n1/pub/13-605-x/2018001/article/54907-eng.htm
First Official Language Spoken (7)| Employment Income Statistics (7)| Occupation - National Occupational Classification (NOC) 2016 (691)| Work Activity During the Reference Year (4)| Age (6B) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015| in Private Households of Canada| Provinces and Territories and Census Metropolitan Areas| 2016 Census - 25% Sample Data,This table presents first official language spoken| employment income statistics| occupation - National Occupational Classification (NOC) 2016| work activity during the reference year| age and sex for…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=112142&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=132&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
Occupation - National Occupational Classification (NOC) 2016 (693A)| Class of Worker (5A)| Labour Force Status (3)| Age (13A) and Sex (3) for the Labour Force Aged 15 Years and Over in Private Households of Canada| Provinces and Territories| Census Metropolitan Areas and Census Agglomerations| 2016 Census - 25% Sample Data,This table presents occupation - National occupational classification (NOC) 2016| class of worker| labour force status| age and sex for the labour force aged 15 years and over in private households of…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=111856&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=124&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
First Official Language Spoken (7)| Occupation - National Occupational Classification (NOC) 2016 (691)| Highest Certificate| Diploma or Degree (15) and Immigrant Status and Period of Immigration (11) for the Population Aged 15 Years and Over Who Worked Since 2015| in Private Households of Canada| Provinces and Territories| Census Metropolitan Areas and Census Agglomerations| 2016 Census - 25% Sample Data,This table presents first official language spoken| occupation - National Occupational Classification (NOC) 2016| highest certificate| diploma or degree and immigrant status and period of immigration for…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=112141&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=132&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
Occupation - National Occupational Classification (NOC) 2016 (693A)| Class of Worker (7A)| Labour Force Status (3)| Age (13A) and Sex (3) for the Labour Force Aged 15 Years and Over in Private Households of Canada| Provinces and Territories and Census Divisions| 2016 Census - 25% Sample Data,This table presents occupation - National Occupational Classification (NOC) 2016| class of worker| labour force status| age and sex for the  labour force aged 15 years and over in private households of…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=111850&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=124&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
A day in the life: How do older Canadians spend their time? (75-006-X201800154947),This study uses the 2015 General Social Survey on Time Use to examine the time spent by Canadian seniors aged 65 and over on various activities. The paper focuses on three types of activities: unpaid household ...,https://www150.statcan.gc.ca/n1/pub/75-006-x/2018001/article/54947-eng.htm
Contest – My story in numbers,Canada 150 Telling Canada's story in numbers #ByTheNumbers Behind every number is a story| and we want to hear yours! ** Announcement of winners ** Statistics Canada and the Statistical Society of Canada…,https://www.statcan.gc.ca/en/canada150/contest
Canadian Business Counts| without employees| December 2017 (33-10-0038-01),Canadian business counts| location counts without employees| by North American Industry Classification System (NAICS)| Canada and provinces| December 2017.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310003801
Canadian Business Counts| with employees| December 2017 (33-10-0037-01),Canadian business counts| location counts with employees| by employment size ranges and North American Industry Classification System (NAICS)| Canada and provinces| December 2017.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310003701
Occupation - National Occupational Classification (NOC) 2016 (693A)| Highest Certificate| Diploma or Degree (15)| Labour Force Status (3)| Age (13A) and Sex (3) for the Labour Force Aged 15 Years and Over in Private Households of Canada| Provinces and Territories| Census Metropolitan Areas and Census Agglomerations| 2016 Census - 25% Sample Data,This table presents occupation - National Occupational Classification (NOC) 2016| highest certificate| diploma or degree| labour force status| age and sex for the labour force aged 15 years and over in…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=110696&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=124&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
Major Field of Study - Classification of Instructional Programs (CIP) 2016 (432)| Labour Force Status (8)| Highest Certificate| Diploma or Degree (15)| Age (9) and Sex (3) for the Population Aged 15 Years and Over in Private Households of Canada| Provinces and Territories and Economic Regions| 2016 Census - 25% Sample Data,This table presents major field of study - Classification of Instructional Programs (CIP) 2016| labour force status| highest certificate| diploma or degree| age and sex for the population aged 15 years…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=110456&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=123&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
Occupation - National Occupational Classification (NOC) 2016 (693A)| Major Field of Study - Classification of Instructional Programs (CIP) 2016 (82)| Highest Certificate| Diploma or Degree (11)| Age (9) and Sex (3) for the Population Aged 15 Years and Over| in Private Households of Canada| Provinces and Territories| 2016 Census - 25% Sample Data,This table presents occupation - National Occupational Classification (NOC) 2016| major field of study - Classification of Instructional Programs (CIP) 2016| highest certificate| diploma or degree| age…,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/dt-td/Rp-eng.cfm?APATH=3&DETAIL=0&DIM=0&FL=A&FREE=0&GC=0&GID=0&GK=0&GRP=1&LANG=E&PID=110694&PRID=10&PTYPE=109445&S=0&SHOWALL=0&SUB=0&THEME=124&Temporal=2016&VID=0&VNAMEE=&VNAMEF=
Federal| provincial and territorial government expenditures on culture| by culture activity (37-10-0068-01),This table contains 3045 series| with data for years 2003/2004 - 2009/2010 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not ...,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3710006801
Canadian Business Counts| without employees| June 2017 (33-10-0035-01),Canadian business counts| location counts without employees| by North American Industry Classification System (NAICS)| Canada and provinces| June 2017.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310003501
Canadian Business Counts| with employees| June 2017 (33-10-0034-01),Canadian business counts| location counts with employees| by employment size ranges and North American Industry Classification System (NAICS)| Canada and provinces| June 2017.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310003401
Chapter 8. International Accounts (13-606-G201600114623),An explanation of the structure and concepts of Canada’s balance of payments and international investment position accounts.,https://www150.statcan.gc.ca/n1/pub/13-606-g/2016001/article/14623-eng.htm
Canadian Business Counts| without employees| December 2016 (33-10-0083-01),Canadian business counts| location counts without employees| by North American Industry Classification System (NAICS)| Canada and provinces| December 2016.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310008301
Canadian Business Counts| with employees| December 2016 (33-10-0041-01),Canadian business counts| location counts with employees| by employment size ranges and North American Industry Classification System (NAICS)| Canada and provinces| December 2016.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310004101
Do Postsecondary Graduates Land High-skilled Jobs? (11F0019M2017388),This study examines the relationship between occupational skill requirements and educational attainment (the highest level completed and the field of study). Using the 2011 National Household Survey matched ...,https://www150.statcan.gc.ca/n1/pub/11f0019m/11f0019m2017388-eng.htm
Businesses by industry and employment| December 2011 (33-10-0025-01),Canadian business patterns| location counts| employment size ranges and North American Industry Classification System (NAICS) - national industries| for Canada and provinces (number)| semi-annual.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310002501
Canadian Business Counts| without employees| June 2016 (33-10-0082-01),Canadian business counts| location counts without employees| by North American Industry Classification System (NAICS)| Canada and provinces| June 2016.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310008201
Canadian Business Counts| with employees| June 2016 (33-10-0040-01),Canadian business counts| location counts with employees| by employment size ranges and North American Industry Classification System (NAICS)| Canada and provinces| June 2016.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310004001
Canadian Business Counts| with employees| December 2015 (33-10-0039-01),Canadian business counts| location counts with employees| by employment size ranges and North American Industry Classification System (NAICS)| Canada and provinces| December 2015.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310003901
Canadian Business Counts| without employees| December 2015 (33-10-0042-01),Canadian business counts| location counts without employees| by North American Industry Classification System (NAICS)| Canada and provinces| December 2015.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310004201
Provincial and Territorial Culture Satellite Account| 2010 (13-604-M2015079),The Provincial and Territorial Culture Satellite Account (PTCSA) measures the economic importance of culture and sport in terms of output| gross domestic product and employment across Canada for reference ...,https://www150.statcan.gc.ca/n1/pub/13-604-m/13-604-m2015079-eng.htm
Businesses by industry and employment| December 2013 (33-10-0029-01),Canadian business patterns| location counts| employment size ranges and North American Industry Classification System (NAICS) - national industries| for Canada and provinces (number)| semi-annual.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310002901
Businesses by industry and employment| June 2012 (33-10-0026-01),Canadian business patterns| location counts| employment size ranges and North American Industry Classification System (NAICS) - national industries| for Canada and provinces (number)| semi-annual.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310002601
Businesses by industry and employment| December 2012 (33-10-0027-01),Canadian business patterns| location counts| employment size ranges and North American Industry Classification System (NAICS) - national industries| for Canada and provinces (number)| semi-annual.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310002701
Businesses by industry and employment| June 2013 (33-10-0028-01),Canadian business patterns| location counts| employment size ranges and North American Industry Classification System (NAICS) - national industries| for Canada and provinces (number)| semi-annual.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310002801
Businesses by industry| Canada| December 2014 (33-10-0024-01),Canadian business patterns| location counts without employees| by employment size and North American Industry Classification System (NAICS)| Canada and provinces (number)| semi-annual.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310002401
Businesses by industry and employment| December 2014 (33-10-0023-01),Canadian business patterns| location counts with employees| by employment size and North American Industry Classification System (NAICS)| Canada and provinces (number)| semi-annual.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310002301
Businesses by industry and employment| June 2014 (33-10-0030-01),Canadian business patterns| location counts| employment size ranges and North American Industry Classification System (NAICS)| for Canada and provinces (number)| semi-annual.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310003001
Businesses by industry| Canada| June 2015 (33-10-0032-01),Canadian business counts location counts without employees| by employment size and North American Industry Classification System (NAICS)| Canada and provinces (number)| semi-annual.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310003201
Businesses by industry and employment| June 2015 (33-10-0031-01),Canadian business counts| location counts with employees| by employment size and North American Industry Classification System (NAICS)| Canada and provinces (number)| semi-annual.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3310003101
Household spending| three territories and selected metropolitan areas (11-10-0126-01),Survey of Household Spending (SHS)| average household spending| three territories and selected metropolitan areas.,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1110012601
Surveys and statistical programs - Survey of Service Industries: Motion Picture Theatres (THEA),This survey collects the financial and operating data needed to develop national and regional economic policies and programs.,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=2416
Surveys and statistical programs - Canada's International Transactions in Services,This statistical program records Canada's annual exports (also referred to as sales or receipts) and imports (also referred to as purchases or payments) of services by type of service rendered and by partner…,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=1536
Surveys and statistical programs - Culture Services Trade,This derived survey is conducted to provide information and analysis on Canada's international trade in culture services.,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=5045
Surveys and statistical programs - Survey of Provincial/Territorial Government Expenditures on Culture,This survey is conducted in order to gain a better understanding of provincial and territorial government expenditures on culture in Canada.,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=3116
Surveys and statistical programs - Survey of Federal Government Expenditures on Culture,This survey is conducted in order to gain a better understanding of the federal government expenditures on culture in Canada.,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=3117
Surveys and statistical programs - Culture Trade - Goods,This derived survey is conducted to provide information and analysis on Canada's international trade in culture goods.,http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=5088
Amusement and Recreational Industries (63C0006),Data since 1984 on theatrical and other staged entertainment services| motion picture theatres| film| video and audio-visual production| laboratories and distribution| golf clubs| race tracks| marinas ...,https://www150.statcan.gc.ca/n1/en/catalogue/63C0006
